frame_no,eth_src_address,eth_dst_address,ip_src,ip_dst,tcp_src_port,tcp_dst_port,udp_src_port,udp_dst_port,frame_relative_time,frame_length,frame_arival_time,malicious
7709651,00:11:25:5f:9b:4f,00:e0:b1:87:f5:94,192.168.1.105,192.168.5.122,18876.0,110.0,,,-36602578.181785,60,"Jun 12, 2010 23:08:42.294007000 India Standard Time",1
7477888,00:01:02:72:ab:55,00:e0:b1:87:f5:94,76.74.254.120,192.168.2.106,80.0,1972.0,,,-36608022.265837,1514,"Jun 12, 2010 21:37:58.209955000 India Standard Time",0
323102,08:00:27:b5:b7:19,00:1e:49:db:19:c3,147.32.84.180,188.138.90.25,1305.0,25.0,,,17227.300071,62,"Aug 10, 2011 19:18:47.775863000 India Standard Time",1
1958805,00:44:66:fc:29:af,00:55:22:af:c6:37,58.69.66.56,172.16.2.2,46615.0,2174.0,,,-121115057.02588,60,"Oct  8, 2007 19:27:23.449912000 India Standard Time",0
1880017,00:44:66:fc:29:af,00:55:22:af:c6:37,195.50.87.130,172.16.2.2,80.0,1097.0,,,-121112083.753371,96,"Oct  8, 2007 20:16:56.722421000 India Standard Time",0
7459627,00:01:02:72:ab:55,00:e0:b1:87:f5:94,76.74.254.120,192.168.2.106,80.0,1806.0,,,-36608064.246341,1514,"Jun 12, 2010 21:37:16.229451000 India Standard Time",0
7304257,00:01:02:72:ab:55,00:e0:b1:87:f5:94,69.84.133.138,192.168.4.120,80.0,4707.0,,,-36611266.807006,1434,"Jun 12, 2010 20:43:53.668786000 India Standard Time",1
6469437,00:11:25:bb:ce:a1,00:e0:b1:87:f5:94,192.168.1.102,69.84.133.138,3204.0,80.0,,,-36623239.166198,60,"Jun 12, 2010 17:24:21.309594000 India Standard Time",0
6187315,00:11:25:bb:ce:df,00:e0:b1:87:f5:94,192.168.1.103,142.176.121.79,3750.0,80.0,,,-36626929.358176,60,"Jun 12, 2010 16:22:51.117616000 India Standard Time",1
2606647,00:44:66:fc:29:af,00:55:22:af:c6:37,195.50.87.130,172.16.2.2,80.0,1097.0,,,-121104994.551296,96,"Oct  8, 2007 22:15:05.924496000 India Standard Time",0
9361568,00:22:19:20:7b:d3,00:01:02:72:ab:55,192.168.5.122,192.168.3.117,22.0,3188.0,,,-36568923.33238,93,"Jun 13, 2010 08:29:37.143412000 India Standard Time",1
7426714,00:01:02:72:ab:55,00:e0:b1:87:f5:94,208.116.9.82,192.168.2.106,80.0,1133.0,,,-36608141.498071,60,"Jun 12, 2010 21:35:58.977721000 India Standard Time",0
4380832,00:01:02:72:ab:55,00:e0:b1:87:f5:94,63.246.8.186,192.168.1.101,80.0,4729.0,,,-36634983.871609,1514,"Jun 12, 2010 14:08:36.604183000 India Standard Time",0
3988646,00:09:6b:8b:63:8e,00:e0:b1:87:f5:94,192.168.2.111,192.168.5.122,,,1654.0,53.0,-36640197.6697,74,"Jun 12, 2010 12:41:42.806092000 India Standard Time",1
1095361,08:00:27:e2:09:2d,00:1e:49:db:19:c3,147.32.84.191,122.140.51.217,,,7600.0,16224.0,778803.250229,1098,"Aug 19, 2011 14:51:43.726021000 India Standard Time",0
4926678,00:01:02:72:ab:55,00:e0:b1:87:f5:94,68.178.178.97,192.168.2.112,80.0,1708.0,,,-36633361.755985,1434,"Jun 12, 2010 14:35:38.719807000 India Standard Time",1
7981560,00:01:02:72:ab:55,00:e0:b1:87:f5:94,69.84.133.138,192.168.2.113,80.0,3193.0,,,-36597568.882541,1434,"Jun 13, 2010 00:32:11.593251000 India Standard Time",1
8419150,00:01:02:72:ab:55,00:e0:b1:87:f5:94,144.135.18.32,192.168.4.120,80.0,1865.0,,,-36594860.715531,590,"Jun 13, 2010 01:17:19.760261000 India Standard Time",1
4341804,00:01:02:72:ab:55,00:e0:b1:87:f5:94,192.168.5.122,192.168.4.121,49275.0,49809.0,,,-36635944.215695,1514,"Jun 12, 2010 13:52:36.260097000 India Standard Time",1
6385429,00:22:19:20:7b:d3,00:01:02:72:ab:55,192.168.5.122,192.168.3.117,,,53.0,2502.0,-36623488.887377,294,"Jun 12, 2010 17:20:11.588415000 India Standard Time",1
639355,00:1e:49:db:19:c3,08:00:27:b5:b7:19,178.77.71.27,147.32.84.170,1673.0,3389.0,,,337466.659464,60,"Aug 14, 2011 12:16:07.135256000 India Standard Time",1
7127216,00:11:25:bb:ce:a1,00:e0:b1:87:f5:94,192.168.1.102,206.16.21.31,3749.0,80.0,,,-36613315.820905,60,"Jun 12, 2010 20:09:44.654887000 India Standard Time",0
5254393,00:01:02:72:ab:55,00:e0:b1:87:f5:94,205.188.100.126,192.168.4.119,80.0,1855.0,,,-36632214.262004,1514,"Jun 12, 2010 14:54:46.213788000 India Standard Time",0
8687508,00:09:6b:e9:a9:00,00:e0:b1:87:f5:94,192.168.2.110,69.84.133.138,4087.0,80.0,,,-36589444.90217,60,"Jun 13, 2010 02:47:35.573622000 India Standard Time",1
6148292,00:09:6b:e9:cf:6b,00:e0:b1:87:f5:94,192.168.2.112,97.74.104.49,2140.0,80.0,,,-36627467.654391,60,"Jun 12, 2010 16:13:52.821401000 India Standard Time",1
1708085,00:44:66:fc:29:af,00:55:22:af:c6:37,213.186.33.91,172.16.2.2,80.0,4494.0,,,-121113130.894232,96,"Oct  8, 2007 19:59:29.581560000 India Standard Time",0
5578079,00:01:02:72:ab:55,00:e0:b1:87:f5:94,97.74.104.201,192.168.2.112,80.0,1982.0,,,-36631583.555566,1434,"Jun 12, 2010 15:05:16.920226000 India Standard Time",1
1932127,00:44:66:fc:29:af,00:55:22:af:c6:37,121.128.134.13,172.16.2.2,16000.0,2197.0,,,-121115681.501867,96,"Oct  8, 2007 19:16:58.973925000 India Standard Time",0
3391042,00:44:66:fc:29:af,00:55:22:af:c6:37,172.16.2.111,195.70.62.42,4392.0,80.0,,,-121030715.647921,66,"Oct  9, 2007 18:53:04.827871000 India Standard Time",0
1584923,00:44:66:fc:29:af,00:55:22:af:c6:37,68.142.120.174,172.16.2.2,80.0,2805.0,,,-121113885.943027,96,"Oct  8, 2007 19:46:54.532765000 India Standard Time",0
5229020,00:01:02:72:ab:55,00:e0:b1:87:f5:94,203.73.24.75,192.168.2.109,80.0,2464.0,,,-36632265.583538,1514,"Jun 12, 2010 14:53:54.892254000 India Standard Time",1
8456470,00:01:02:72:ab:55,00:e0:b1:87:f5:94,74.63.40.21,192.168.4.120,80.0,2187.0,,,-36594668.908791,1434,"Jun 13, 2010 01:20:31.567001000 India Standard Time",1
4406513,00:11:25:bb:ce:df,00:e0:b1:87:f5:94,192.168.1.103,212.159.8.56,2107.0,80.0,,,-36634762.323779,60,"Jun 12, 2010 14:12:18.152013000 India Standard Time",1
6855455,00:0d:60:96:ac:5e,00:e0:b1:87:f5:94,192.168.3.114,91.200.48.113,1131.0,80.0,,,-36616584.19,60,"Jun 12, 2010 19:15:16.285792000 India Standard Time",0
4439513,00:11:25:bb:ce:df,00:e0:b1:87:f5:94,192.168.1.103,97.74.144.108,2098.0,80.0,,,-36634693.963309,60,"Jun 12, 2010 14:13:26.512483000 India Standard Time",1
5876017,00:01:02:72:ab:55,00:e0:b1:87:f5:94,67.192.185.156,192.168.4.120,80.0,4073.0,,,-36629672.688976,1514,"Jun 12, 2010 15:37:07.786816000 India Standard Time",1
1895607,00:44:66:fc:29:af,00:55:22:af:c6:37,172.16.2.2,195.50.87.130,1097.0,80.0,,,-121111984.421935,60,"Oct  8, 2007 20:18:36.053857000 India Standard Time",0
7735865,00:09:6b:e9:d0:88,00:e0:b1:87:f5:94,192.168.2.113,174.129.228.1,3105.0,80.0,,,-36601614.441258,60,"Jun 12, 2010 23:24:46.034534000 India Standard Time",1
862670,08:00:27:b5:b7:19,00:1e:49:db:19:c3,147.32.84.160,46.4.36.120,2086.0,443.0,,,454037.292179,62,"Aug 15, 2011 20:38:57.767971000 India Standard Time",1
207878,08:00:27:b5:b7:19,00:1e:49:db:19:c3,147.32.84.180,184.154.132.106,1398.0,9541.0,,,10549.54091,60,"Aug 10, 2011 17:27:30.016702000 India Standard Time",1
4962069,00:11:25:bb:cf:0f,00:e0:b1:87:f5:94,192.168.4.120,208.122.28.18,3760.0,80.0,,,-36633290.017471,163,"Jun 12, 2010 14:36:50.458321000 India Standard Time",1
4176602,00:0d:60:96:ae:5c,00:e0:b1:87:f5:94,192.168.4.121,192.168.5.122,49478.0,21160.0,,,-36639167.761979,1514,"Jun 12, 2010 12:58:52.713813000 India Standard Time",1
8623839,00:01:02:72:ab:55,00:e0:b1:87:f5:94,205.144.163.154,192.168.1.104,80.0,21051.0,,,-36590914.050515,60,"Jun 13, 2010 02:23:06.425277000 India Standard Time",0
3677874,00:01:02:72:ab:55,00:e0:b1:87:f5:94,208.113.162.153,192.168.1.103,80.0,1847.0,,,-36649274.352655,1514,"Jun 12, 2010 10:10:26.123137000 India Standard Time",1
795552,08:00:27:b5:b7:19,00:1e:49:db:19:c3,147.32.84.170,109.74.55.27,3389.0,15017.0,,,419851.071987,70,"Aug 15, 2011 11:09:11.547779000 India Standard Time",1
7651925,00:11:25:bb:cf:0f,00:e0:b1:87:f5:94,192.168.4.120,209.197.115.172,4955.0,80.0,,,-36604001.759091,60,"Jun 12, 2010 22:44:58.716701000 India Standard Time",1
7199201,00:01:02:72:ab:55,00:e0:b1:87:f5:94,74.55.1.4,192.168.1.101,80.0,3923.0,,,-36612035.119957,1514,"Jun 12, 2010 20:31:05.355835000 India Standard Time",0
2518142,00:44:66:fc:29:af,00:55:22:af:c6:37,195.50.87.130,172.16.2.2,80.0,1097.0,,,-121106035.816892,96,"Oct  8, 2007 21:57:44.658900000 India Standard Time",0
2381273,00:44:66:fc:29:af,00:55:22:af:c6:37,172.16.2.2,195.50.87.130,1097.0,80.0,,,-121107741.997084,60,"Oct  8, 2007 21:29:18.478708000 India Standard Time",0
7315124,00:11:25:bb:1f:cf,00:e0:b1:87:f5:94,192.168.1.101,169.145.6.65,4072.0,80.0,,,-36611110.485094,118,"Jun 12, 2010 20:46:29.990698000 India Standard Time",0
652934,00:1e:49:db:19:c3,08:00:27:b5:b7:19,178.77.71.27,147.32.84.170,1896.0,3389.0,,,338853.224073,440,"Aug 14, 2011 12:39:13.699865000 India Standard Time",1
1584855,00:44:66:fc:29:af,00:55:22:af:c6:37,216.73.87.52,172.16.2.13,80.0,1885.0,,,-121113886.330417,96,"Oct  8, 2007 19:46:54.145375000 India Standard Time",0
6236753,00:01:02:72:ab:55,00:e0:b1:87:f5:94,75.127.97.72,192.168.1.102,80.0,3087.0,,,-36626460.403434,1514,"Jun 12, 2010 16:30:40.072358000 India Standard Time",0
7211935,00:01:02:72:ab:55,00:e0:b1:87:f5:94,64.202.188.237,192.168.1.105,443.0,18744.0,,,-36611929.293324,1434,"Jun 12, 2010 20:32:51.182468000 India Standard Time",0
9135382,00:01:02:72:ab:55,00:e0:b1:87:f5:94,69.84.133.138,192.168.2.110,80.0,1317.0,,,-36575340.252889,1434,"Jun 13, 2010 06:42:40.222903000 India Standard Time",1
8825749,00:09:6b:e9:d0:88,00:e0:b1:87:f5:94,192.168.2.113,63.245.209.72,3700.0,443.0,,,-36585495.69522,60,"Jun 13, 2010 03:53:24.780572000 India Standard Time",1
4808415,00:01:02:72:ab:55,00:e0:b1:87:f5:94,68.178.178.97,192.168.2.112,80.0,1660.0,,,-36633996.960781,1434,"Jun 12, 2010 14:25:03.515011000 India Standard Time",1
779779,08:00:27:b5:b7:19,00:1e:49:db:19:c3,147.32.84.170,220.157.91.86,2672.0,22.0,,,417935.8882,62,"Aug 15, 2011 10:37:16.363992000 India Standard Time",1
6433093,00:11:25:bb:ce:a1,00:e0:b1:87:f5:94,192.168.1.102,69.84.133.138,3204.0,80.0,,,-36623317.294826,60,"Jun 12, 2010 17:23:03.180966000 India Standard Time",0
4785527,00:0d:60:96:ac:5e,00:e0:b1:87:f5:94,192.168.3.114,174.132.188.162,3139.0,80.0,,,-36634046.652295,60,"Jun 12, 2010 14:24:13.823497000 India Standard Time",0
5157647,00:09:6b:03:e8:a4,00:e0:b1:87:f5:94,192.168.2.109,74.53.78.211,2238.0,80.0,,,-36632409.821798,60,"Jun 12, 2010 14:51:30.653994000 India Standard Time",1
3616023,00:11:25:bb:cf:0f,00:e0:b1:87:f5:94,192.168.4.120,74.63.40.21,3026.0,80.0,,,-36651778.344563,60,"Jun 12, 2010 09:28:42.131229000 India Standard Time",1
3149947,00:44:66:fc:29:af,00:55:22:af:c6:37,195.50.87.130,172.16.2.2,80.0,1097.0,,,-121099162.502829,96,"Oct  8, 2007 23:52:17.972963000 India Standard Time",0
6691953,00:0d:60:96:ac:5e,00:e0:b1:87:f5:94,192.168.3.114,64.202.167.128,4919.0,80.0,,,-36619957.485747,60,"Jun 12, 2010 18:19:02.990045000 India Standard Time",0
6712130,00:0d:60:96:ad:25,00:e0:b1:87:f5:94,192.168.3.116,82.98.86.181,3464.0,80.0,,,-36619521.645302,60,"Jun 12, 2010 18:26:18.830490000 India Standard Time",0
5670471,00:09:6b:e9:cf:6b,00:e0:b1:87:f5:94,192.168.2.112,68.178.178.97,1971.0,80.0,,,-36631403.23621,60,"Jun 12, 2010 15:08:17.239582000 India Standard Time",1
7243018,00:09:6b:03:e8:a4,00:e0:b1:87:f5:94,192.168.2.109,203.73.24.75,2191.0,80.0,,,-36611869.554402,60,"Jun 12, 2010 20:33:50.921390000 India Standard Time",1
1345487,aa:aa:aa:aa:aa:aa,aa:aa:aa:aa:aa:aa,172.16.0.12,205.188.109.56,1114.0,25.0,,,-26561811.616163,60,"Oct  7, 2010 04:14:48.859629000 India Standard Time",0
3108435,00:44:66:fc:29:af,00:55:22:af:c6:37,195.50.87.130,172.16.2.2,80.0,1097.0,,,-121099595.49372,96,"Oct  8, 2007 23:45:04.982072000 India Standard Time",0
3642831,00:09:6b:e9:cf:6b,00:e0:b1:87:f5:94,192.168.2.112,68.178.178.97,1026.0,80.0,,,-36650926.780966,60,"Jun 12, 2010 09:42:53.694826000 India Standard Time",1
9203785,00:02:55:7f:70:de,00:e0:b1:87:f5:94,192.168.4.119,79.125.4.172,3090.0,80.0,,,-36573581.65888,60,"Jun 13, 2010 07:11:58.816912000 India Standard Time",0
8463123,00:01:02:72:ab:55,00:e0:b1:87:f5:94,208.122.28.30,192.168.4.120,80.0,2244.0,,,-36594647.213835,482,"Jun 13, 2010 01:20:53.261957000 India Standard Time",1
3080103,00:44:66:fc:29:af,00:55:22:af:c6:37,172.16.2.2,195.50.87.130,1097.0,80.0,,,-121099913.790672,60,"Oct  8, 2007 23:39:46.685120000 India Standard Time",0
4020910,00:11:25:b9:ac:22,00:e0:b1:87:f5:94,192.168.1.104,192.150.18.60,17020.0,80.0,,,-36639372.109004,66,"Jun 12, 2010 12:55:28.366788000 India Standard Time",0
3209802,00:44:66:fc:29:af,00:55:22:af:c6:37,152.66.249.135,172.16.2.2,22.0,1352.0,,,-121092562.67496,96,"Oct  9, 2007 01:42:17.800832000 India Standard Time",0
3791295,00:22:19:20:7b:d3,00:01:02:72:ab:55,192.168.5.122,192.168.1.101,110.0,4360.0,,,-36645958.155408,1514,"Jun 12, 2010 11:05:42.320384000 India Standard Time",1
1954191,00:44:66:fc:29:af,00:55:22:af:c6:37,172.16.2.12,80.99.152.59,1453.0,5173.0,,,-121115175.2312,78,"Oct  8, 2007 19:25:25.244592000 India Standard Time",0
3639633,00:01:02:72:ab:55,00:e0:b1:87:f5:94,68.178.178.97,192.168.2.112,80.0,1026.0,,,-36650940.81125,1434,"Jun 12, 2010 09:42:39.664542000 India Standard Time",1
2405454,00:44:66:fc:29:af,00:55:22:af:c6:37,172.16.2.2,195.50.87.130,1097.0,80.0,,,-121107466.848562,74,"Oct  8, 2007 21:33:53.627230000 India Standard Time",0
3428270,00:22:19:20:7b:d3,00:01:02:72:ab:55,192.168.5.122,192.168.1.102,22.0,2404.0,,,-36655144.846632,102,"Jun 12, 2010 08:32:35.629160000 India Standard Time",1
1592079,00:44:66:fc:29:af,00:55:22:af:c6:37,194.95.236.6,172.16.2.13,80.0,1880.0,,,-121113855.513652,96,"Oct  8, 2007 19:47:24.962140000 India Standard Time",0
7123452,00:01:02:72:ab:55,00:e0:b1:87:f5:94,68.71.208.21,192.168.1.102,80.0,3733.0,,,-36613411.322314,1514,"Jun 12, 2010 20:08:09.153478000 India Standard Time",0
3507379,00:09:6b:e9:d0:88,00:e0:b1:87:f5:94,192.168.2.113,64.90.206.110,4538.0,80.0,,,-36653579.816821,60,"Jun 12, 2010 08:58:40.658971000 India Standard Time",1
954783,08:00:27:b5:b7:19,00:1e:49:db:19:c3,147.32.84.165,58.48.111.62,,,32234.0,82.0,776925.684067,60,"Aug 19, 2011 14:20:26.159859000 India Standard Time",0
8109131,00:09:6b:e9:a9:00,00:e0:b1:87:f5:94,192.168.2.110,69.84.133.138,3699.0,80.0,,,-36597235.213674,60,"Jun 13, 2010 00:37:45.262118000 India Standard Time",1
7418044,00:01:02:72:ab:55,00:e0:b1:87:f5:94,65.61.156.41,192.168.2.106,80.0,4775.0,,,-36608159.018832,60,"Jun 12, 2010 21:35:41.456960000 India Standard Time",0
5440208,00:11:25:bb:ce:a1,00:e0:b1:87:f5:94,192.168.1.102,192.168.5.122,2509.0,80.0,,,-36631872.018326,60,"Jun 12, 2010 15:00:28.457466000 India Standard Time",1
9046869,00:01:02:72:ab:55,00:e0:b1:87:f5:94,69.84.133.138,192.168.2.110,80.0,1030.0,,,-36578613.969059,1434,"Jun 13, 2010 05:48:06.506733000 India Standard Time",1
1197810,08:00:27:b5:b7:19,00:1e:49:db:19:c3,147.32.84.165,122.96.221.50,,,7600.0,39715.0,780000.393389,1098,"Aug 19, 2011 15:11:40.869181000 India Standard Time",0
935811,08:00:27:e2:09:2d,08:00:27:b5:b7:19,147.32.84.191,147.32.84.165,,,7600.0,7600.0,776838.704301,99,"Aug 19, 2011 14:18:59.180093000 India Standard Time",0
578599,08:00:27:b5:b7:19,00:1e:49:db:19:c3,147.32.84.170,178.77.71.27,3389.0,2094.0,,,331349.14174,65,"Aug 14, 2011 10:34:09.617532000 India Standard Time",1
3509490,00:01:02:72:ab:55,00:e0:b1:87:f5:94,12.129.19.153,192.168.2.110,80.0,4009.0,,,-36653434.385525,1434,"Jun 12, 2010 09:01:06.090267000 India Standard Time",1
3161944,00:44:66:fc:29:af,00:55:22:af:c6:37,172.16.2.2,195.50.87.130,1097.0,80.0,,,-121099037.377066,60,"Oct  8, 2007 23:54:23.098726000 India Standard Time",0
6137137,00:01:02:72:ab:55,00:e0:b1:87:f5:94,69.192.24.88,192.168.2.108,80.0,3094.0,,,-36627494.363254,1514,"Jun 12, 2010 16:13:26.112538000 India Standard Time",0
4225139,00:22:19:20:7b:d3,00:01:02:72:ab:55,192.168.5.122,192.168.4.121,21608.0,49648.0,,,-36639140.073982,60,"Jun 12, 2010 12:59:20.401810000 India Standard Time",1
8567676,00:01:02:72:ab:55,00:e0:b1:87:f5:94,69.192.24.88,192.168.2.110,80.0,3887.0,,,-36592997.209473,1514,"Jun 13, 2010 01:48:23.266319000 India Standard Time",1
5103432,00:01:02:72:ab:55,00:e0:b1:87:f5:94,68.178.178.97,192.168.2.112,80.0,1771.0,,,-36632661.787586,60,"Jun 12, 2010 14:47:18.688206000 India Standard Time",1
1964130,00:44:66:fc:29:af,00:55:22:af:c6:37,172.16.2.12,80.99.152.59,1453.0,5173.0,,,-121114905.627475,60,"Oct  8, 2007 19:29:54.848317000 India Standard Time",0
7035266,00:01:02:72:ab:55,00:e0:b1:87:f5:94,130.14.29.30,192.168.1.104,50433.0,18734.0,,,-36614358.414613,1514,"Jun 12, 2010 19:52:22.061179000 India Standard Time",0
5371092,00:01:02:72:ab:55,00:e0:b1:87:f5:94,72.14.204.104,192.168.3.117,80.0,4831.0,,,-36631990.750929,1484,"Jun 12, 2010 14:58:29.724863000 India Standard Time",0
2846957,00:44:66:fc:29:af,00:55:22:af:c6:37,195.50.87.130,172.16.2.2,80.0,1097.0,,,-121102398.477751,96,"Oct  8, 2007 22:58:21.998041000 India Standard Time",0
4991644,00:11:25:bb:1f:cf,00:e0:b1:87:f5:94,192.168.1.101,168.144.71.202,1201.0,80.0,,,-36633163.440582,60,"Jun 12, 2010 14:38:57.035210000 India Standard Time",0
2943693,00:44:66:fc:29:af,00:55:22:af:c6:37,195.50.87.130,172.16.2.2,80.0,1097.0,,,-121101401.082971,96,"Oct  8, 2007 23:14:59.392821000 India Standard Time",0
4987512,00:11:25:bb:cf:0f,00:e0:b1:87:f5:94,192.168.4.120,203.73.24.75,3930.0,80.0,,,-36633202.25452,60,"Jun 12, 2010 14:38:18.221272000 India Standard Time",1
2554539,00:44:66:fc:29:af,00:55:22:af:c6:37,195.50.87.130,172.16.2.2,80.0,1097.0,,,-121105603.562501,96,"Oct  8, 2007 22:04:56.913291000 India Standard Time",0
6368384,00:09:6b:e9:cf:6b,00:e0:b1:87:f5:94,192.168.2.112,68.178.178.97,2226.0,80.0,,,-36623926.9574,60,"Jun 12, 2010 17:12:53.518392000 India Standard Time",1
775185,08:00:27:b5:b7:19,00:1e:49:db:19:c3,147.32.84.170,220.10.114.60,1960.0,22.0,,,416510.438417,62,"Aug 15, 2011 10:13:30.914209000 India Standard Time",1
7001717,00:11:25:b9:ac:22,00:e0:b1:87:f5:94,192.168.1.104,130.14.29.30,18734.0,50433.0,,,-36614470.088573,60,"Jun 12, 2010 19:50:30.387219000 India Standard Time",0
462306,08:00:27:b5:b7:19,00:1e:49:db:19:c3,147.32.84.170,178.77.71.27,3389.0,4681.0,,,319618.856691,1509,"Aug 14, 2011 07:18:39.332483000 India Standard Time",1
4389889,00:22:19:20:7b:d3,00:01:02:72:ab:55,192.168.5.122,192.168.2.110,80.0,2360.0,,,-36634820.000168,1514,"Jun 12, 2010 14:11:20.475624000 India Standard Time",1
8758623,00:01:02:72:ab:55,00:e0:b1:87:f5:94,72.233.69.6,192.168.2.106,80.0,2614.0,,,-36587250.965213,1514,"Jun 13, 2010 03:24:09.510579000 India Standard Time",0
6137982,00:01:02:72:ab:55,00:e0:b1:87:f5:94,69.84.133.138,192.168.3.115,80.0,2327.0,,,-36627491.86565,1434,"Jun 12, 2010 16:13:28.610142000 India Standard Time",0
3654939,00:0d:60:96:ac:f7,00:e0:b1:87:f5:94,192.168.3.115,192.168.5.122,3953.0,21.0,,,-36650446.620565,60,"Jun 12, 2010 09:50:53.855227000 India Standard Time",1
580625,00:1e:49:db:19:c3,08:00:27:b5:b7:19,178.77.71.27,147.32.84.170,2794.0,3389.0,,,331545.770973,60,"Aug 14, 2011 10:37:26.246765000 India Standard Time",1
4036098,00:01:02:72:ab:55,00:e0:b1:87:f5:94,192.168.5.122,192.168.4.121,21.0,49160.0,,,-36639242.294297,74,"Jun 12, 2010 12:57:38.181495000 India Standard Time",1
1157796,08:00:27:b5:b7:19,00:1e:49:db:19:c3,147.32.84.165,110.159.22.70,,,7600.0,7600.0,779585.133333,1098,"Aug 19, 2011 15:04:45.609125000 India Standard Time",0
3953279,00:01:02:72:ab:55,00:e0:b1:87:f5:94,69.84.133.138,192.168.2.110,80.0,2155.0,,,-36640796.723213,1434,"Jun 12, 2010 12:31:43.752579000 India Standard Time",1
2448761,00:44:66:fc:29:af,00:55:22:af:c6:37,172.16.2.2,195.50.87.130,1097.0,80.0,,,-121106937.038267,60,"Oct  8, 2007 21:42:43.437525000 India Standard Time",0
2303253,00:44:66:fc:29:af,00:55:22:af:c6:37,172.16.2.12,90.4.114.153,,,30319.0,49153.0,-121112138.482766,96,"Oct  8, 2007 20:16:01.993026000 India Standard Time",0
1692831,00:44:66:fc:29:af,00:55:22:af:c6:37,172.16.2.2,195.50.87.130,1097.0,80.0,,,-121113180.905416,60,"Oct  8, 2007 19:58:39.570376000 India Standard Time",0
8540598,00:11:25:b9:ac:22,00:e0:b1:87:f5:94,192.168.1.104,202.172.28.86,20581.0,80.0,,,-36594023.236376,60,"Jun 13, 2010 01:31:17.239416000 India Standard Time",0
410983,08:00:27:b5:b7:19,00:1e:49:db:19:c3,147.32.84.170,126.54.54.165,1420.0,22.0,,,304504.196953,62,"Aug 14, 2011 03:06:44.672745000 India Standard Time",1
5984779,00:01:02:72:ab:55,00:e0:b1:87:f5:94,69.84.133.138,192.168.1.102,80.0,2816.0,,,-36627980.755815,1346,"Jun 12, 2010 16:05:19.719977000 India Standard Time",0
5774683,00:01:02:72:ab:55,00:e0:b1:87:f5:94,78.136.17.125,192.168.2.108,80.0,2965.0,,,-36631028.112129,1434,"Jun 12, 2010 15:14:32.363663000 India Standard Time",0
9305957,00:09:6b:e9:cf:6b,00:e0:b1:87:f5:94,192.168.2.112,68.178.178.97,3313.0,80.0,,,-36570912.402057,60,"Jun 13, 2010 07:56:28.073735000 India Standard Time",1
4275067,00:22:19:20:7b:d3,00:01:02:72:ab:55,192.168.5.122,192.168.3.117,25.0,4706.0,,,-36637857.898081,60,"Jun 12, 2010 13:20:42.577711000 India Standard Time",1
928402,08:00:27:b5:b7:19,00:1e:49:db:19:c3,147.32.84.165,195.182.199.95,,,7600.0,27474.0,776807.560143,1098,"Aug 19, 2011 14:18:28.035935000 India Standard Time",0
9098142,00:09:6b:8b:63:8e,00:e0:b1:87:f5:94,192.168.2.111,74.50.3.200,4183.0,80.0,,,-36576496.490639,60,"Jun 13, 2010 06:23:23.985153000 India Standard Time",0
4310605,00:01:02:72:ab:55,00:e0:b1:87:f5:94,192.168.5.122,192.168.1.101,110.0,4471.0,,,-36636951.727344,72,"Jun 12, 2010 13:35:48.748448000 India Standard Time",1
4564587,00:11:25:bb:d2:6f,00:e0:b1:87:f5:94,192.168.2.107,65.54.81.199,1045.0,80.0,,,-36634467.841944,60,"Jun 12, 2010 14:17:12.633848000 India Standard Time",0
5639305,00:01:02:72:ab:55,00:e0:b1:87:f5:94,217.212.245.199,192.168.1.102,80.0,2616.0,,,-36631463.528014,60,"Jun 12, 2010 15:07:16.947778000 India Standard Time",0
7023383,00:01:02:72:ab:55,00:e0:b1:87:f5:94,130.14.29.30,192.168.1.104,50433.0,18734.0,,,-36614399.608857,1514,"Jun 12, 2010 19:51:40.866935000 India Standard Time",0
5401664,00:01:02:72:ab:55,00:e0:b1:87:f5:94,72.41.81.111,192.168.1.102,80.0,2457.0,,,-36631937.803651,1514,"Jun 12, 2010 14:59:22.672141000 India Standard Time",0
7156164,00:01:02:72:ab:55,00:e0:b1:87:f5:94,216.149.188.102,192.168.1.101,80.0,3763.0,,,-36612672.852243,1434,"Jun 12, 2010 20:20:27.623549000 India Standard Time",0
5643347,00:01:02:72:ab:55,00:e0:b1:87:f5:94,209.62.20.192,192.168.1.102,80.0,2623.0,,,-36631456.147082,1514,"Jun 12, 2010 15:07:24.328710000 India Standard Time",0
5814619,00:11:25:5f:9b:4f,00:e0:b1:87:f5:94,192.168.1.105,68.71.208.15,17533.0,80.0,,,-36630320.735632,60,"Jun 12, 2010 15:26:19.740160000 India Standard Time",0
6986421,00:11:25:b9:ac:22,00:e0:b1:87:f5:94,192.168.1.104,130.14.29.30,18734.0,50433.0,,,-36614516.79584,60,"Jun 12, 2010 19:49:43.679952000 India Standard Time",0
5474967,00:01:02:72:ab:55,00:e0:b1:87:f5:94,208.111.161.254,192.168.3.117,80.0,1342.0,,,-36631811.612274,60,"Jun 12, 2010 15:01:28.863518000 India Standard Time",0
3768220,00:09:6b:e9:a9:00,00:e0:b1:87:f5:94,192.168.2.110,69.84.133.138,1940.0,80.0,,,-36646399.478972,60,"Jun 12, 2010 10:58:20.996820000 India Standard Time",1
4049145,00:0d:60:96:ae:5c,00:e0:b1:87:f5:94,192.168.4.121,192.168.5.122,49432.0,42588.0,,,-36639237.440332,1514,"Jun 12, 2010 12:57:43.035460000 India Standard Time",1
